Phylum_name,Subphylum_name,Class_name,Order_name,Family_name,file,Species
Basidiomycota,Pucciniomycotina,Agaricostilbomycetes,Agaricostilbales,Chionosphaeraceae,Chicu1,Chionosphaera cuniculicola CBS10063
Mucoromycota,Mucoromycotina,Incertae_sedis,Mucorales,Choanephoraceae,Chocucu1,Choanephora cucurbitarum NRRL2744 (50) v1.0
Ascomycota,Pezizomycotina,Pezizomycetes,Pezizales,Tuberaceae,Chove1,Choiromyces venosus 120613-1 v1.0
Chytridiomycota,Incertae_sedis,Chytridiomycetes,Chytridiales,Chytridiaceae,Chylag1,Chytridium lagenaria Arg66 v1.0
Chytridiomycota,Incertae_sedis,Chytridiomycetes,Chytridiales,Chytriomycetaceae,Chytri1,Chytriomyces sp. MP 71 v1.0
Mucoromycota,Mucoromycotina,Incertae_sedis,Mucorales,Lichtheimiaceae,Cirumb1,Circinella umbellata NRRL1351 v1.0
Chytridiomycota,Incertae_sedis,Chytridiomycetes,Cladochytriales,Cladochytriaceae,Clapol1_1,Cladochytrium polystomum WB228 v1.0
Ascomycota,Pezizomycotina,Lecanoromycetes,Lecanorales,Cladoniaceae,Clagr3,Cladonia grayi Cgr/DA2myc/ss v2.0
Ascomycota,Pezizomycotina,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Claba1,Cladophialophora bantiana CBS 173.52
Ascomycota,Pezizomycotina,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Claca1,Cladophialophora carrionii CBS 160.54
Ascomycota,Pezizomycotina,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Claim1,Cladophialophora immunda CBS83496
Ascomycota,Pezizomycotina,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Claps1,Cladophialophora psammophila CBS 110553
Ascomycota,Pezizomycotina,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Claye1,Cladophialophora yegresii CBS 114405
Ascomycota,Pezizomycotina,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Clabul1,Cladorrhinum bulbillosum DJ3 v1.0
Ascomycota,Pezizomycotina,Dothideomycetes,Capnodiales,Cladosporiaceae,Clafu1,Cladosporium fulvum v1.0
Ascomycota,Pezizomycotina,Dothideomycetes,Capnodiales,Cladosporiaceae,Clasph1,Cladosporium sphaerospermum UM 843
Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporales,Diademaceae,Clael1,Clathrospora elynae CBS 161.51 v1.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Russulales,Auriscalpiaceae,Clapy1,Clavicorona pyxidata HHB10654 v1.0
Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetales,Metschnikowiaceae,Clalu1_2,Clavispora lusitaniae ATCC 42720
Basidiomycota,Agaricomycotina,Agaricomycetes,Cantharellales,Clavulinaceae,ClaPMI390,Clavulina sp. PMI_390 v1.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Polyporales,Hapalopilaceae,Clibor1,Climacocystis borealis CliBor001 v1.0
NA,NA,NA,NA,NA,Cligib1,Clitocybe gibba IJFM A808 v1.0
Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporales,Lindgomycetaceae,Cloaq1,Clohesyomyces aquaticus v1.0
Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreales,Bionectriaceae,Cloro1,Clonostachys rosea CBS125111 v1.0
Ascomycota,Pezizomycotina,Eurotiomycetes,Onygenales,Incertae_sedis,Cocim1,Coccidioides immitis RS 
Ascomycota,Pezizomycotina,Dothideomycetes,Capnodiales,Coccodiniaceae,Cocba1,Coccodinium bartschii CBS 121709 v1.0
Ascomycota,Pezizomycotina,Leotiomycetes,Rhytismatales,Rhytismataceae,Cocst1,Coccomyces strobi CBS 202.91 v1.0
Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporales,Pleosporaceae,Cocca1,Cochliobolus carbonum 26-R-13 v1.0
Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporales,Pleosporaceae,CocheC4_1,Cochliobolus heterostrophus C4 v1.0
Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporales,Pleosporaceae,CocheC5_3,Cochliobolus heterostrophus C5 v2.0
Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporales,Pleosporaceae,Coclu2,Cochliobolus lunatus m118 v2.0
Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporales,Pleosporaceae,Cocmi1,Cochliobolus miyabeanus ATCC 44560 v1.0
Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporales,Pleosporaceae,Cocsa1,Cochliobolus sativus ND90Pr v1.0
Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporales,Pleosporaceae,Cocvi1,Cochliobolus victoriae FI3 v1.0
Zoopagomycota,Kickxellomycotina,Incertae_sedis,Kickxellales,Kickxellaceae,Coemoj1,Coemansia mojavensis RSA 71 v1.0
Zoopagomycota,Kickxellomycotina,Incertae_sedis,Kickxellales,Kickxellaceae,Coere1,Coemansia reversa NRRL 1564 v1.0
Zoopagomycota,Kickxellomycotina,Incertae_sedis,Kickxellales,Kickxellaceae,Coespi1,Coemansia spiralis RSA 1278 v1.0
Mucoromycota,Mucoromycotina,Incertae_sedis,Mucorales,Mucoraceae,Cokrec1,Cokeromyces recurvatus NRRL 2243 v1.0
Ascomycota,Pezizomycotina,Sordariomycetes,Glomerellales,Glomerellaceae,Colac2,Colletotrichum acutatum CBS 112980 v2.0
Ascomycota,Pezizomycotina,Sordariomycetes,Glomerellales,Glomerellaceae,Colca1,Colletotrichum caudatum CBS131602 v1.0
Ascomycota,Pezizomycotina,Sordariomycetes,Glomerellales,Glomerellaceae,Colce1,Colletotrichum cereale CBS 129662 v1.0
Ascomycota,Pezizomycotina,Sordariomycetes,Glomerellales,Glomerellaceae,Coler1,Colletotrichum eremochloae CBS129661 v1.0
Ascomycota,Pezizomycotina,Sordariomycetes,Glomerellales,Glomerellaceae,Colfa1,Colletotrichum falcatum MAFF306170 v1.0
Ascomycota,Pezizomycotina,Sordariomycetes,Glomerellales,Glomerellaceae,Colfi1,Colletotrichum fioriniae PJ7
Ascomycota,Pezizomycotina,Sordariomycetes,Glomerellales,Glomerellaceae,Colgo1,Colletotrichum godetiae CBS 193.32 v1.0
Ascomycota,Pezizomycotina,Sordariomycetes,Glomerellales,Glomerellaceae,Colgr1,Colletotrichum graminicola M1.001
Ascomycota,Pezizomycotina,Sordariomycetes,Glomerellales,Glomerellaceae,Colhig2,Colletotrichum higginsianum IMI 349063
Ascomycota,Pezizomycotina,Sordariomycetes,Glomerellales,Glomerellaceae,Collu1,Colletotrichum lupini CBS 109225 v1.0
Ascomycota,Pezizomycotina,Sordariomycetes,Glomerellales,Glomerellaceae,Colna1,Colletotrichum navitas CBS125086 v1.0
Ascomycota,Pezizomycotina,Sordariomycetes,Glomerellales,Glomerellaceae,Colny1,Colletotrichum nymphaeae SA-01
Ascomycota,Pezizomycotina,Sordariomycetes,Glomerellales,Glomerellaceae,Color1,Colletotrichum orchidophilum IMI 309357
Ascomycota,Pezizomycotina,Sordariomycetes,Glomerellales,Glomerellaceae,Colph1,Colletotrichum phormii CBS102054 v1.0
Ascomycota,Pezizomycotina,Sordariomycetes,Glomerellales,Glomerellaceae,Colsa1,Colletotrichum salicis CBS607.94
Ascomycota,Pezizomycotina,Sordariomycetes,Glomerellales,Glomerellaceae,Colsi1,Colletotrichum simmondsii CBS122122
Ascomycota,Pezizomycotina,Sordariomycetes,Glomerellales,Glomerellaceae,Colso1,Colletotrichum somersetensis CBS 131599 v1.0
Ascomycota,Pezizomycotina,Sordariomycetes,Glomerellales,Glomerellaceae,Colsu1,Colletotrichum sublineola CBS 131301 v1.0
Ascomycota,Pezizomycotina,Sordariomycetes,Glomerellales,Glomerellaceae,Colto1,Colletotrichum tofieldiae 0861
Ascomycota,Pezizomycotina,Sordariomycetes,Glomerellales,Glomerellaceae,Colzo1,Colletotrichum zoysiae MAFF235873 v1.0
Zoopagomycota,Entomophthoromycotina,Incertae_sedis,Entomophthorales,Ancylistaceae,Conco1,Conidiobolus coronatus NRRL28638 v1.0
Zoopagomycota,Entomophthoromycotina,Incertae_sedis,Entomophthorales,Ancylistaceae,Conth1,Conidiobolus thromboides FSU 785 v1.0
Ascomycota,Pezizomycotina,Sordariomycetes,Diaporthales,Schizoparmaceae,Pilidi1,Coniella lustricola B22-T-1 v1.0
Ascomycota,Pezizomycotina,Sordariomycetes,Coniochaetales,Coniochaetaceae,Conli1,Coniochaeta ligniaria CBS 111746
Ascomycota,Pezizomycotina,Sordariomycetes,Coniochaetales,Coniochaetaceae,Conlig1,Coniochaeta ligniaria NRRL 30616 v1.0
Ascomycota,Pezizomycotina,Sordariomycetes,Coniochaetales,Coniochaetaceae,Conioc1,Coniochaeta sp. 2T2.1 v1.0
Ascomycota,Pezizomycotina,Sordariomycetes,Coniochaetales,Coniochaetaceae,ConPMI546,Coniochaeta sp. PMI_546 v1.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Boletales,Coniophoraceae,Conol1,Coniophora olivacea MUCL 20566 v1.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Boletales,Coniophoraceae,Conpu1,Coniophora puteana v1.0
Ascomycota,Pezizomycotina,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Conap1,Coniosporium apollinis CBS 100218
Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricales,Psathyrellaceae,Copang1,Coprinellus angulatus DOB1924 v1.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricales,Psathyrellaceae,Copmic2,Coprinellus micaceus FP101781 v2.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricales,Psathyrellaceae,Coppel1,Coprinellus pellucidus v1.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricales,Psathyrellaceae,Copci1,Coprinopsis cinerea
Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricales,Psathyrellaceae,Copci_AmutBmut1,Coprinopsis cinerea AmutBmut pab1-1 v1.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricales,Psathyrellaceae,Copmar1,Coprinopsis marcescibilis CBS121175 v1.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricales,Psathyrellaceae,Copscl1,Coprinopsis sclerotiger v1.0
Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreales,Cordycipitaceae,Cormi1,Cordyceps militaris CM01
Ascomycota,Pezizomycotina,Sordariomycetes,Microascales,Halosphaeriaceae,Corma2,Corollospora maritima CBS 119819 v2.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricales,Cortinariaceae,Corgl3,Cortinarius glaucopus AT 2004 276 v2.0
Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporales,Corynesporascaceae,Corca1,Corynespora cassiicola CCP v1.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricales,Strophariaceae,Crafun1,Crassisporium funariophilum DOB1098 v1.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricales,Crepidotaceae,Creces1,Crepidotus cesatii CBS 511.95 v1.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricales,Crepidotaceae,Crevar1,Crepidotus variabilis CBS 506.95 v1.0
Basidiomycota,Pucciniomycotina,Pucciniomycetes,Pucciniales,Cronartiaceae,Croqu1,Cronartium quercuum f. sp. fusiforme G11 v1.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricales,Nidulariaceae,Crula1,Crucibulum laeve CBS 166.37 v1.0
Ascomycota,Pezizomycotina,Sordariomycetes,Diaporthales,Cryphonectriaceae,Crypa2,Cryphonectria parasitica EP155 v2.0
Basidiomycota,Agaricomycotina,Tremellomycetes,Filobasidiales,Incertae_sedis,Crycu1,Cryptococcus curvatus ATCC 20509 v1.0
Basidiomycota,Agaricomycotina,Tremellomycetes,Filobasidiales,Incertae_sedis,Cryne_JEC21_1,Cryptococcus neoformans var neoformans JEC21
Basidiomycota,Agaricomycotina,Tremellomycetes,Filobasidiales,Incertae_sedis,Cryne_H99_1,Cryptococcus neoformans var. grubii H99
Basidiomycota,Agaricomycotina,Tremellomycetes,Filobasidiales,Incertae_sedis,Cryte1,Cryptococcus terricola JCM 24523 v1.0
Basidiomycota,Agaricomycotina,Tremellomycetes,Filobasidiales,Incertae_sedis,Cryvi1,Cryptococcus vishniacii v1.0
Basidiomycota,Agaricomycotina,Tremellomycetes,Filobasidiales,Incertae_sedis,Crywi1,Cryptococcus wieringae v1.0
Ascomycota,Pezizomycotina,Sordariomycetes,Diaporthales,Cryphonectriaceae,Crypo1,Cryptodiaporthe populea CFL2025 v1.0
Ascomycota,Pezizomycotina,Sordariomycetes,Diaporthales,Cryphonectriaceae,Crypto1,Cryptodiaporthe sp. AZ0812 v1.0
Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporales,Cucurbitariaceae,Cucbe1,Cucurbitaria berberidis CBS 394.84 v1.0
Mucoromycota,Mucoromycotina,Incertae_sedis,Mucorales,Cunninghamellaceae,Cunech1,Cunninghamella echinulata NRRL 1382 v1.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricales,Nidulariaceae,Cyastr2,Cyathus striatus AH 40144 v1.0
Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetales,Phaffomycetaceae,Cybja1,Cyberlindnera jadinii NRRL Y-1542 v1.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricales,Physalacriaceae,Cylto1,Cylindrobasidium torrendii FP15055 v1.0
Ascomycota,Pezizomycotina,Sordariomycetes,Magnaporthales,Magnaporthaceae,Cypeu1,Cyphellophora europaea CBS 101466
Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricales,Cystostereaceae,Cysmur1,Cystostereum murrayi CysMur001 v1.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Polyporales,Meruliaceae,Cytmel1,Cytidiella melzeri FP 102339 v1.0
Ascomycota,Pezizomycotina,Sordariomycetes,Diaporthales,Valsaceae,Cytch1,Cytospora chrysosperma CFL2056 v1.0
Basidiomycota,Agaricomycotina,Dacrymycetes,Dacrymycetales,Dacrymycetaceae,Dacsp1,Dacryopinax primogenitus DJM 731 SSP1 v1.0
Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreales,Nectriaceae,Daces1,Dactylonectria estremocensis MPI-CAGE-AT-0021 v1.0
Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreales,Nectriaceae,Dacma1,Dactylonectria macrodidyma MPI-CAGE-AT-0147 v1.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Polyporales,Fomitopsidaceae,Daequ1,Daedalea quercina v1.0
Ascomycota,Pezizomycotina,Sordariomycetes,Xylariales,Xylariaceae,DalEC12_1,Daldinia eschscholzii EC12 v1.0
Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debha1,Debaryomyces hansenii
Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporales,Incertae_sedis,Decga1,Decorospora gaudefroyi v1.0
Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Dekbr2,Dekkera bruxellensis CBS 2499 v2.0
Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporales,Delitschiaceae,Delco1,Delitschia confertaspora ATCC 74209 v1.0
Ascomycota,Pezizomycotina,Dothideomycetes,Dothideales,Dothioraceae,Delst1,Delphinella strobiligena CBS 735.71 v1.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricales,Lachnellaceae,Denbi1,Dendrothele bispora CBS 962.96 v1.0
Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporales,Torulaceae,Denna1,Dendryphion nanum MPI-CAGE-CH-0243 v1.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Russulales,Hericiaceae,Densp1,Dentipellis sp. KUC8613 v1.0
Ascomycota,Pezizomycotina,Sordariomycetes,Diaporthales,Diaporthaceae,Diaam1,Diaporthe ampelina UCDDA912
Basidiomycota,Agaricomycotina,Agaricomycetes,Polyporales,Polyporaceae,Dicsqu463_1,Dichomitus squalens CBS463.89 v1.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Polyporales,Polyporaceae,Dicsqu464_1,Dichomitus squalens CBS464.89 v1.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Polyporales,Polyporaceae,Dicsq1,Dichomitus squalens LYAD-421 SS1 v1.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Polyporales,Polyporaceae,Dicsqu18370_1,Dichomitus squalens OM18370.1 v1.0
Mucoromycota,Mucoromycotina,Incertae_sedis,Mucorales,Lichtheimiaceae,Dicele1,Dichotomocladium elegans RSA 919- v1.0
Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporales,Didymellaceae,Didex1,Didymella exigua CBS 183.55 v1.0
Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporales,Didymellaceae,Didma1,Didymella zeae-maydis 3018
Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporales,Zopfiaceae,Didsa1,Didymocrea sadasivanii CBS 438.65 v1.0
Zoopagomycota,Kickxellomycotina,Incertae_sedis,Dimargaritales,Dimargaritaceae,DimcrSC1,Dimargaris cristalligena RSA 468 single-cell v1.0
Basidiomycota,Agaricomycotina,Tremellomycetes,Tremellales,Bulleribasidiaceae,Diocr1,Dioszegia cryoxerica v1.0
Ascomycota,Pezizomycotina,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Dipse1,Diplodia seriata DS831
Ascomycota,Pezizomycotina,Dothideomycetes,Capnodiales,Dissoconiaceae,Disac1,Dissoconium aciculare v1.0
Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporales,Dothidotthiaceae,Dotsy1,Dothidotthia symphoricarpi v1.0
Ascomycota,Pezizomycotina,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Dotse1,Dothistroma septosporum NZE10 v1.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Polyporales,Polyporaceae,Earsca1,Earliella scabrosa CIRM-BRFM 1817 v1.0
Ascomycota,Pezizomycotina,Dothideomycetes,Myriangiales,Elsinoaceae,Elsamp1,Elsinoe ampelina CECT 20119 v1.0
Microsporidia,Incertae_sedis,Incertae_sedis,Incertae_sedis,Unikaryonidae,Enccu1,Encephalitozoon cuniculi GB-M1
Microsporidia,Incertae_sedis,Incertae_sedis,Incertae_sedis,Unikaryonidae,Enche1,Encephalitozoon hellem ATCC 50504
Microsporidia,Incertae_sedis,Incertae_sedis,Incertae_sedis,Unikaryonidae,Encin1,Encephalitozoon intestinalis ATCC 50506
Microsporidia,Incertae_sedis,Incertae_sedis,Incertae_sedis,Unikaryonidae,Encro1,Encephalitozoon romaleae SJ-2008
Ascomycota,Pezizomycotina,Eurotiomycetes,Verrucariales,Verrucariaceae,EndpusZ1,Endocarpon pusillum Z07020
Microsporidia,Incertae_sedis,Incertae_sedis,Incertae_sedis,Enterocytozoonidae,Entbi1,Enterocytozoon bieneusi H348
Ascomycota,Pezizomycotina,Sordariomycetes,Xylariales,Xylariaceae,Entma1,Entoleuca mammata CFL468 v1.0
Chytridiomycota,Incertae_sedis,Chytridiomycetes,Chytridiales,Chytriomycetaceae,Enthel1,Entophlyctis helioformis JEL805 v1.0
Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Eremomycetaceae,Erebi1,Eremomyces bilateralis CBS 781.70 v1.0
Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Ashgo1_1,Eremothecium gossypii ATCC 10895
Ascomycota,Pezizomycotina,Leotiomycetes,Erysiphales,Erysiphaceae,Erynec1,Erysiphe necator c
Basidiomycota,Pucciniomycotina,Cystobasidiomycetes,Erythrobasidiales,Erythrobasidiaceae,Eryha1,Erythrobasidium hasegawianum ATCC 9536 v1.0
Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Trichocomaceae,Eurhe1,Eurotium rubrum v1.0
Ascomycota,Pezizomycotina,Sordariomycetes,Xylariales,Diatrypaceae,Eutla1,Eutypa lata UCREL1
Basidiomycota,Agaricomycotina,Agaricomycetes,Auriculariales,Exidiaceae,Exigl1,Exidia glandulosa v1.0
Basidiomycota,Ustilaginomycotina,Exobasidiomycetes,Exobasidiales,Exobasidiaceae,Exomac1,Exobasidium maculosum A7-4 v1.0
Basidiomycota,Ustilaginomycotina,Exobasidiomycetes,Exobasidiales,Exobasidiaceae,Exova1,Exobasidium vaccinii MPITM v1.0
Ascomycota,Pezizomycotina,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Exoalc1,Exophiala alcalophila ATCC 48519 v1.0
Ascomycota,Pezizomycotina,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Exoalc1_J33,Exophiala alcalophila J33 v1.0
Ascomycota,Pezizomycotina,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Exoaq1,Exophiala aquamarina CBS 119918
Ascomycota,Pezizomycotina,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Exode1,Exophiala dermatitidis UT8656
Ascomycota,Pezizomycotina,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Exome1,Exophiala mesophila CBS40295
Ascomycota,Pezizomycotina,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Exool1,Exophiala oligosperma CBS72588
Ascomycota,Pezizomycotina,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Exosi1,Exophiala sideris CBS121828
Ascomycota,Pezizomycotina,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Exosp1,Exophiala spinifera CBS89968
Ascomycota,Pezizomycotina,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Exoxe1,Exophiala xenobiotica CBS118157
Basidiomycota,Agaricomycotina,Tremellomycetes,Tremellales,Cuniculitremaceae,Felpe1,Fellomyces penicillatus Phaff54-35 v1.0
Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporales,Fenestellaceae,Fenfe1,Fenestella fenestrata ATCC 66461 v1.0
Mucoromycota,Mucoromycotina,Incertae_sedis,Mucorales,Lichtheimiaceae,Fenlin1,Fennellomyces sp. T-0311 v1.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Polyporales,Incertae_sedis,Fibra1,Fibroporia radiculosa TFFH 294
Basidiomycota,Agaricomycotina,Tremellomycetes,Tremellales,Sirobasidiaceae,Fibin1,Fibulobasidium inconspicuum Phaff89-39 v1.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Atheliales,Atheliaceae,Fibsp1,Fibulorhizoctonia sp. CBS 109695 v1.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricales,Fistulinaceae,Fishe1,Fistulina hepatica v1.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Polyporales,Polyporaceae,Fomfom1,Fomes fomentarius CIRM-BRFM 1821 v1.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Hymenochaetales,Hymenochaetaceae,Fomme1,Fomitiporia mediterranea v1.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Polyporales,Fomitopsidaceae,Pipbet1_1,Fomitopsis betulina CIRM-BRFM 1772 v1.1
Basidiomycota,Agaricomycotina,Agaricomycetes,Polyporales,Fomitopsidaceae,Fompi3,Fomitopsis pinicola FP-58527 SS1 v3.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Polyporales,Fomitopsidaceae,Fomro1,Fomitopsis rosea Sig1Fomros20-ss v1.0
Ascomycota,Pezizomycotina,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Fonmo1,Fonsecaea monophora CBS 269.37
Ascomycota,Pezizomycotina,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Fonmu1,Fonsecaea multimorphosa CBS 102226
Ascomycota,Pezizomycotina,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Fonnu1,Fonsecaea nubica CBS 269.64
Ascomycota,Pezizomycotina,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Fonpe1,Fonsecaea pedrosoi CBS 271.37
Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreales,Nectriaceae,Fusco1,Fusarium commune MPI-SDFR-AT-0072 v1.0
Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreales,Nectriaceae,Fuseq1,Fusarium equiseti MPI-CAGE-AA-0113 v1.0
Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreales,Nectriaceae,Fusfu1,Fusarium fujikuroi IMI 58289
Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreales,Nectriaceae,Fusgr1,Fusarium graminearum v1.0
Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreales,Nectriaceae,Fusoxys1,Fusarium oxysporum MPI-CAGE-CH-0212 v1.0
Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreales,Nectriaceae,Fusoxy1,Fusarium oxysporum MPI-SDFR-AT-0094 v1.0
Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreales,Nectriaceae,Fusox2,Fusarium oxysporum f. sp. lycopersici 4287 v2
Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreales,Nectriaceae,Fusps1,Fusarium pseudograminearum CS3096
Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreales,Nectriaceae,Fusre1,Fusarium redolens MPI-CAGE-AT-0023 v1.0
Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreales,Nectriaceae,Fusso1,Fusarium solani MPI-SDFR-AT-0091 v1.0
Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreales,Nectriaceae,Fustri1,Fusarium tricinctum MPI-SDFR-AT-0044 v1.0
Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreales,Nectriaceae,Fustr1,Fusarium tricinctum MPI-SDFR-AT-0068 v1.0
Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreales,Nectriaceae,Fusven1,Fusarium venenatum MPI-CAGE-CH-0201 v1.0
Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreales,Nectriaceae,Fusve2,Fusarium verticillioides 7600 v2
Chytridiomycota,Incertae_sedis,Chytridiomycetes,Spizellomycetales,Spizellomycetaceae,Gaesem1,Gaertneriomyces semiglobifer Barr 43 v1.0
Ascomycota,Pezizomycotina,Sordariomycetes,Magnaporthales,Magnaporthaceae,Gaegr1,Gaeumannomyces graminis var. tritici R3-111a-1
Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricales,Strophariaceae,Galma1,Galerina marginata v1.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Polyporales,Ganodermataceae,Gansp1,Ganoderma sp. 10597 SS1 v1.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Gomphales,Gautieriaceae,Gaumor1_1,Gautieria morchelliformis GMNE.BST v1.0
Ascomycota,Pezizomycotina,Sordariomycetes,Sordariales,Sordariaceae,Gelte1,Gelasinospora tetrasperma v1.0
Mucoromycota,Incertae_sedis,Glomeromycetes,Diversisporales,Gigasporaceae,Gigro1,Gigaspora rosea v1.0
Mucoromycota,Mucoromycotina,Incertae_sedis,Mucorales,Choanephoraceae,Gilper1,Gilbertella persicaria var. persicaria CBS 190.32-T v1.0
Ascomycota,Pezizomycotina,Leotiomycetes,Helotiales,Helotiaceae,Glalo1,Glarea lozoyensis ATCC 20868
Chytridiomycota,Incertae_sedis,Chytridiomycetes,Rhizophydiales,Globomycetaceae,Glopol1,Globomyces pollinis-pini Arg68 v1.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Russulales,Incertae_sedis,Glocon1,Gloeopeniophorella convolvens OM19405 v1.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Gloeophyllales,Gloeophyllaceae,Glotr1_1,Gloeophyllum trabeum v1.0
