Phylum_name,Subphylum_name,Class_name,Order_name,Family_name,file,Species
Mucoromycota,Incertae_sedis,Glomeromycetes,Glomerales,Glomeraceae,Rhice1_1,Rhizophagus cerebriforme DAOM 227022 v1.0
Mucoromycota,Incertae_sedis,Glomeromycetes,Glomerales,Glomeraceae,Rhidi1,Rhizophagus diaphanus v1.0
Mucoromycota,Incertae_sedis,Glomeromycetes,Glomerales,Glomeraceae,RhiirA1_1,Rhizophagus irregularis A1 v1.0
Mucoromycota,Incertae_sedis,Glomeromycetes,Glomerales,Glomeraceae,RhiirA4,Rhizophagus irregularis A4 v1.0
Mucoromycota,Incertae_sedis,Glomeromycetes,Glomerales,Glomeraceae,RhiirA5,Rhizophagus irregularis A5 v1.0
Mucoromycota,Incertae_sedis,Glomeromycetes,Glomerales,Glomeraceae,RhiirB3,Rhizophagus irregularis B3 v1.0
Mucoromycota,Incertae_sedis,Glomeromycetes,Glomerales,Glomeraceae,RhiirC2,Rhizophagus irregularis C2 v1.0
Mucoromycota,Incertae_sedis,Glomeromycetes,Glomerales,Glomeraceae,Gloin1,Rhizophagus irregularis DAOM 181602 v1.0
Mucoromycota,Incertae_sedis,Glomeromycetes,Glomerales,Glomeraceae,Rhiir2_1,Rhizophagus irregularis DAOM 197198 v2.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Boletales,Rhizopogonaceae,Rhisa1,Rhizopogon salebrosus TDB-379 v1.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Boletales,Rhizopogonaceae,Rhitru1,Rhizopogon truncatus FC74 v1.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Boletales,Rhizopogonaceae,Rhives1,Rhizopogon vesiculosus Smith
Basidiomycota,Agaricomycotina,Agaricomycetes,Boletales,Rhizopogonaceae,Rhivi1,Rhizopogon vinicolor AM-OR11-026 v1.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Boletales,Rhizopogonaceae,Rhivul1,Rhizopogon vulgaris FC72 v1.0
Mucoromycota,Mucoromycotina,Incertae_sedis,Mucorales,Mucoraceae,Rhior3,Rhizopus delemar 99-880 from Broad
Mucoromycota,Mucoromycotina,Incertae_sedis,Mucorales,Mucoraceae,Rhimi_ATCC11559_1,Rhizopus microsporus ATCC11559 v1.0
Mucoromycota,Mucoromycotina,Incertae_sedis,Mucorales,Mucoraceae,Rhich1,Rhizopus microsporus var. chinensis CCTCC M201021
Mucoromycota,Mucoromycotina,Incertae_sedis,Mucorales,Mucoraceae,Rhimi1_1,Rhizopus microsporus var. microsporus ATCC52813 v1.0
Mucoromycota,Mucoromycotina,Incertae_sedis,Mucorales,Mucoraceae,Rhimi_ATCC52814_1,Rhizopus microsporus var. microsporus ATCC52814 v1.0
Mucoromycota,Mucoromycotina,Incertae_sedis,Mucorales,Mucoraceae,Rhimi_ATCC52814,Rhizopus microsporus var. microsporus ATCC52814 v1.0
Mucoromycota,Mucoromycotina,Incertae_sedis,Mucorales,Mucoraceae,Rhimi_ATCC11559,Rhizopus microsporus var. microsporus ATCC52814 v1.0
Ascomycota,Pezizomycotina,Leotiomycetes,Helotiales,Helotiaceae,Rhier1,Rhizoscyphus ericae UAMH 7357 v1.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricales,Omphalotaceae,Rhobut1_1,Rhodocollybia butyracea AH 40177 v1.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Polyporales,Fomitopsidaceae,Fomros1,Rhodofomes roseus CIRM-BRFM 1785 v1.0
Basidiomycota,Pucciniomycotina,Incertae_sedis,Sporidiobolales,Incertae_sedis,Rhodia1_1,Rhodosporidium diobovatum 08-225 v1.0
Basidiomycota,Pucciniomycotina,Incertae_sedis,Sporidiobolales,Incertae_sedis,Rhoto_ATCC26217_1,Rhodosporidium toruloides ATCC26217 v1.0
Basidiomycota,Pucciniomycotina,Incertae_sedis,Sporidiobolales,Incertae_sedis,Rhoto_IFO0559_1,Rhodosporidium toruloides IFO0559_1
Basidiomycota,Pucciniomycotina,Incertae_sedis,Sporidiobolales,Incertae_sedis,Rhoto_IFO0880_2,Rhodosporidium toruloides IFO0880 v2.0
Basidiomycota,Pucciniomycotina,Incertae_sedis,Sporidiobolales,Incertae_sedis,Rhoto_IFO0880_4,Rhodosporidium toruloides IFO0880 v4.0
Basidiomycota,Pucciniomycotina,Incertae_sedis,Sporidiobolales,Incertae_sedis,Rhoto_IFO1236_1,Rhodosporidium toruloides IFO1236_1
Basidiomycota,Pucciniomycotina,Incertae_sedis,Sporidiobolales,Incertae_sedis,Rhoto1,Rhodosporidium toruloides NP11
Basidiomycota,Pucciniomycotina,Cystobasidiomycetes,Cystobasidiales,Cystobasidiaceae,Rhoglu1,Rhodotorula glutinis v1.0
Basidiomycota,Pucciniomycotina,Cystobasidiomycetes,Cystobasidiales,Cystobasidiaceae,Rhoba1_1,Rhodotorula graminis strain WP1 v1.1
Basidiomycota,Pucciniomycotina,Cystobasidiomycetes,Cystobasidiales,Cystobasidiaceae,Rhomi1,Rhodotorula minuta MCA 4210 v1.0
Basidiomycota,Pucciniomycotina,Cystobasidiomycetes,Cystobasidiales,Cystobasidiaceae,Rhomuc1,Rhodotorula mucilaginosa ATCC58901 v1.0
Basidiomycota,Pucciniomycotina,Cystobasidiomycetes,Cystobasidiales,Cystobasidiaceae,RhodotJ31_1,Rhodotorula sp. J31 v1.0
Basidiomycota,Pucciniomycotina,Cystobasidiomycetes,Cystobasidiales,Cystobasidiaceae,Rhosp1,Rhodotorula sp. JG-1b
Ascomycota,Pezizomycotina,Dothideomycetes,Hysteriales,Hysteriaceae,Rhyru1_1,Rhytidhysteron rufulum
Basidiomycota,Agaricomycotina,Agaricomycetes,Hymenochaetales,Repetobasidiaceae,Ricfib1,Rickenella fibula HBK330-10 v1.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Hymenochaetales,Repetobasidiaceae,Ricmel1,Rickenella mellea v1.0 (SZMC22713)
Basidiomycota,Agaricomycotina,Agaricomycetes,Polyporales,Coriolaceae,Rigmic1,Rigidoporus microporus ED310 v1.0
Cryptomycota,Incertae_sedis,Incertae_sedis,Incertae_sedis,Incertae_sedis,Rozal1_1,Rozella allomycis CSF55
Cryptomycota,Incertae_sedis,Incertae_sedis,Incertae_sedis,Incertae_sedis,Rozal_SC1,Rozella allomycis CSF55 single-cell v1.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Russulales,Russulaceae,Rusbre1,Russula brevipes BPL707 v1.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Russulales,Russulaceae,Ruscom1,Russula compacta BPL669 v1.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Russulales,Russulaceae,Rusdis1,Russula dissimulans BPL704 v1.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Russulales,Russulaceae,Rusoch1,Russula ochroleuca Prilba v1.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Russulales,Russulaceae,Rusrug1,Russula rugulosa BPL654 v1.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Russulales,Russulaceae,Rusvin1,Russula vinacea BPL710 v1.0
Ascomycota,Pezizomycotina,Leotiomycetes,Helotiales,Rutstroemiaceae,Rutfi1,Rutstroemia firma CBS 115.86 v1.0
Ascomycota,Pezizomycotina,Dothideomycetes,Botryosphaeriales,Saccharataceae,Sacpr1,Saccharata proteae CBS 121410 v1.0
Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,SacceM3707_1,Saccharomyces cerevisiae M3707 Dikaryon
Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,SacceM3836_1,Saccharomyces cerevisiae M3836 v1.0
Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,SacceM3837_1,Saccharomyces cerevisiae M3837 v1.0
Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,SacceM3838_1,Saccharomyces cerevisiae M3838 v1.0
Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,SacceM3839_1,Saccharomyces cerevisiae M3839 v1.0
Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Sacce1,Saccharomyces cerevisiae S288C
Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,SacceYB210_1,Saccharomyces cerevisiae YB210 v1.0
Ascomycota,Taphrinomycotina,Incertae_sedis,Incertae_sedis,Incertae_sedis,Saico1,Saitoella complicata NRRL Y-17804 v1.0
Mucoromycota,Mucoromycotina,Incertae_sedis,Mucorales,Saksenaeaceae,Sakvas1,Saksenaea vasiformis B4078
Ascomycota,Pezizomycotina,Pezizomycetes,Pezizales,Sarcoscyphaceae,Sarco1,Sarcoscypha coccinea ATCC 58028 v1.0
Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Picst3,Scheffersomyces stipitis NRRL Y-11545 v2.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricales,Schizophyllaceae,Schco3,Schizophyllum commune H4-8 v3.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricales,Schizophyllaceae,Schco_LoeD_1,Schizophyllum commune Loenen D v1.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricales,Schizophyllaceae,Schco_TatD_1,Schizophyllum commune Tattone D v1.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Hymenochaetales,Schizoporaceae,Schpa1,Schizopora paradoxa KUC8140 v1.0
Ascomycota,Taphrinomycotina,Schizosaccharomycetes,Schizosaccharomycetales,Schizosaccharomycetaceae,Schcy1,Schizosaccharomyces cryophilus OY26
Ascomycota,Taphrinomycotina,Schizosaccharomycetes,Schizosaccharomycetales,Schizosaccharomycetaceae,Schja1,Schizosaccharomyces japonicus yFS275
Ascomycota,Taphrinomycotina,Schizosaccharomycetes,Schizosaccharomycetales,Schizosaccharomycetaceae,Schoc1,Schizosaccharomyces octosporus yFS286
Ascomycota,Taphrinomycotina,Schizosaccharomycetes,Schizosaccharomycetales,Schizosaccharomycetaceae,Schpo1,Schizosaccharomyces pombe
Ascomycota,Pezizomycotina,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Schves1,Schizothecium vesticola SMH3187-1 v1.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Boletales,Sclerodermataceae,Sclci1,Scleroderma citrinum Foug A v1.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Geastrales,Sclerogasteraceae,Sclhys1_1,Sclerogaster hysterangioides SCL2.BST v1.0
Ascomycota,Pezizomycotina,Lecanoromycetes,Incertae_sedis,Coniocybaceae,Sclsan1,Sclerophora sanguinea CBS100924 v1.0
Ascomycota,Pezizomycotina,Leotiomycetes,Helotiales,Sclerotiniaceae,Sclsc1,Sclerotinia sclerotiorum v1.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Russulales,Lachnocladiaceae,Scysp1_1,Scytinostroma sp. KUC9335 v1.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Sebacinales,Sebacinaceae,Sebve1,Sebacina vermifera MAFF 305830 v1.0
Basidiomycota,Pucciniomycotina,Pucciniomycetes,Septobasidiales,Septobasidiaceae,Sepsp1,Septobasidium sp. PNB30-8B v1.0
Ascomycota,Pezizomycotina,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Sepmu1,Septoria musiva SO2202 v1.0
Ascomycota,Pezizomycotina,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Seppo1,Septoria populicola v1.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Sebacinales,Serendipitaceae,Serend1,Serendipita sp. 407 v1.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Sebacinales,Serendipitaceae,Sebvebe1,Serendipita vermifera ssp. bescii NFPB0129 v1.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Boletales,Serpulaceae,Serla_varsha1,Serpula himantioides (S.lacrymans var shastensis) MUCL38935 v1.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Boletales,Serpulaceae,SerlaS7_3_2,Serpula lacrymans S7.3 v2.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Boletales,Serpulaceae,SerlaS7_9_2,Serpula lacrymans S7.9 v2.0
Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Setho1,Setomelanomma holmii CBS 110217 v1.0
Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporales,Pleosporaceae,Settu3,Setosphaeria turcica Et28A v2.0
Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporales,Pleosporaceae,Settur3,Setosphaeria turcica NY001 v2.0
Basidiomycota,Agaricomycotina,Tremellomycetes,Tremellales,Sirobasidiaceae,Sirint1,Sirobasidium intermedium CBS7805 v1.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Trechisporales,Trechisporaceae,Sisni1,Sistotremastrum niveocremeum HHB9708 ss-1 1.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Trechisporales,Trechisporaceae,Sissu1,Sistotremastrum suecicum v1.0
Basidiomycota,Pucciniomycotina,Microbotryomycetes,Incertae_sedis,Chrysozymaceae,Slopil1,Slooffia pilatii Y-17178 v1.0
Zoopagomycota,Kickxellomycotina,Incertae_sedis,Harpellales,Legeriomycetaceae,SmicuMNP_2,Smittium culicis GSMNP
Zoopagomycota,Kickxellomycotina,Incertae_sedis,Harpellales,Legeriomycetaceae,SmiculW2_1,Smittium culicis ID-206-W2
Zoopagomycota,Kickxellomycotina,Incertae_sedis,Harpellales,Legeriomycetaceae,Smimuc2,Smittium mucronatum ALG-7-W6
Ascomycota,Pezizomycotina,Sordariomycetes,Glomerellales,Plectosphaerellaceae,Sodal1,Sodiomyces alkalinus v1.0
Ascomycota,Pezizomycotina,Sordariomycetes,Sordariales,Sordariaceae,Sorbr1,Sordaria brevicollis FGSC1904 v1.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Polyporales,Sparassidaceae,Spalat1,Sparassis latifolia CCMJ1100 v1.0
Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Spapa3,Spathaspora passalidarum NRRL Y-27907 v2.0
Ascomycota,Pezizomycotina,Leotiomycetes,Rhytismatales,Cudoniaceae,Spafl1,Spathularia flavida
Basidiomycota,Agaricomycotina,Agaricomycetes,Geastrales,Sphaerobolaceae,Sphst1,Sphaerobolus stellatus v1.0
Mucoromycota,Mucoromycotina,Incertae_sedis,Mucorales,Mucoraceae,Spifus1,Spinellus fusiger NRRL 22323 v1.0
Chytridiomycota,Incertae_sedis,Chytridiomycetes,Spizellomycetales,Spizellomycetaceae,Spipu1,Spizellomyces punctatus DAOM BR117
Basidiomycota,Pucciniomycotina,Incertae_sedis,Sporidiobolales,Incertae_sedis,Spopa1,Sporidiobolus pararoseus Phaff 68-350 v1.0
Basidiomycota,Ustilaginomycotina,Ustilaginomycetes,Ustilaginales,Ustilaginaceae,Spore1,Sporisorium reilianum SRZ2
Basidiomycota,Pucciniomycotina,Agaricostilbomycetes,Agaricostilbales,Chionosphaeraceae,Spoli1,Sporobolomyces linderae CBS 7893 v1.0
Basidiomycota,Pucciniomycotina,Agaricostilbomycetes,Agaricostilbales,Chionosphaeraceae,Sporo1,Sporobolomyces roseus v1.0
Mucoromycota,Mucoromycotina,Incertae_sedis,Mucorales,Rhizopodaceae,Spoumb1,Sporodiniella umbellata MES 1446 v1.0
Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetales,Dipodascaceae,Spola1,Sporopachydermia lactativora Phaff 68-199 v1.0
Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporales,Sporormiaceae,Spofi1,Sporormia fimetaria v1.0
Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreales,Stachybotryaceae,Stael1,Stachybotrys elegans MPI-CAGE-CH-0235 v1.0
Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporales,Massarinaceae,Stano2,Stagonospora nodorum SN15 v2.0
Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporales,Massarinaceae,Stasp1,Stagonospora sp. SRC1lsM3a v1.0
Ascomycota,Incertae_sedis,Incertae_sedis,Incertae_sedis,Incertae_sedis,Stagr1,Stanjemonium grisellum CBS 655.79 v1.0
Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporales,Pleosporaceae,Stely1,Stemphylium lycopersici CIDEFI-216
Basidiomycota,Agaricomycotina,Agaricomycetes,Russulales,Stereaceae,Stehi1,Stereum hirsutum FP-91666 SS1 v1.0
Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Micropeltidaceae,Stobe1,Stomiopeltis betulae CBS114420 v1.0
Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetales,Trichomonascaceae,Sugame1,Sugiyamaella americana NRRL YB-2067 v1.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Boletales,Suillaceae,Suiame1,Suillus americanus EM31 v1.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Boletales,Suillaceae,Suiamp1,Suillus ampliporus FC55 v1.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Boletales,Suillaceae,Suibr2,Suillus brevipes Sb2 v2.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Boletales,Suillaceae,Suicli1,Suillus clintonianus FC179 v1.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Boletales,Suillaceae,Suicot1,Suillus cothurnatus VC 1858 v1.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Boletales,Suillaceae,Suidec1,Suillus decipiens EM49 v1.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Boletales,Suillaceae,Suigr1,Suillus granulatus EM37 v1.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Boletales,Suillaceae,Suihi1,Suillus hirtellus EM16 v1.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Boletales,Suillaceae,Suilu4,Suillus luteus UH-Slu-Lm8-n1 v3.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Boletales,Suillaceae,Suipic1,Suillus pictus EM44 v1.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Boletales,Suillaceae,Suisu1,Suillus subalutaceus FC151 v1.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Boletales,Suillaceae,Suisub1,Suillus subaureus MN1 v1.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Boletales,Suillaceae,Suitom1,Suillus tomentosus FC115 v1.0
Ascomycota,Incertae_sedis,Incertae_sedis,Incertae_sedis,Incertae_sedis,Symko1,Symbiotaphrina kochii v1.0
Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetales,Incertae_sedis,Symat1,Sympodiomyces attinorum NRRL Y-27639 v1.0
Mucoromycota,Mucoromycotina,Incertae_sedis,Mucorales,Syncephalastraceae,Synrac1,Syncephalastrum racemosum NRRL 2496 v1.0
Mucoromycota,Zoopagomycotina,Incertae_sedis,Zoopagales,Piptocephalidaceae,Synfus1,Syncephalis fuscata S228 v1.0
Mucoromycota,Zoopagomycotina,Incertae_sedis,Zoopagales,Piptocephalidaceae,Synplu1,Syncephalis plumigaleata NRRL S24 v1.0
Mucoromycota,Zoopagomycotina,Incertae_sedis,Zoopagales,Piptocephalidaceae,Synps1,Syncephalis pseudoplumigaleata Benny S71-1 single-cell v1.0
Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Trichocomaceae,Penac1,Talaromyces aculeatus ATCC 10409 v1.0
Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Trichocomaceae,Talabor1,Talaromyces borbonicus CBS 141340 
Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Trichocomaceae,Talma1_2,Talaromyces marneffei ATCC 18224
Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Trichocomaceae,Talpro1,Talaromyces proteolyticus PMI_201 v1.0
Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Trichocomaceae,Talst1_2,Talaromyces stipitatus ATCC 10500
Ascomycota,Taphrinomycotina,Taphrinomycetes,Taphrinales,Taphrinaceae,Tapde1_1,Taphrina deformans
Ascomycota,Pezizomycotina,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Ternu1,Teratosphaeria nubilosa CBS 116005 v1.0
Ascomycota,Pezizomycotina,Pezizomycetes,Pezizales,Terfeziaceae,Terbo2,Terfezia boudieri ATCC MYA-4762 v1.1
Ascomycota,Pezizomycotina,Pezizomycetes,Pezizales,Terfeziaceae,Tercla1,Terfezia claveryi T7 v1.0
Basidiomycota,Ustilaginomycotina,Ustilaginomycetes,Ustilaginales,Cintractiellaceae,Tescy1,Testicularia cyperi MCA 3645 v1.0
Mucoromycota,Mucoromycotina,Incertae_sedis,Mucorales,Thamnidiaceae,Thaele1,Thamnidium elegans v1.0
Mucoromycota,Zoopagomycotina,Incertae_sedis,Zoopagales,Sigmoideomycetaceae,Thasp1,Thamnocephalis sphaerospora RSA 1356 single-cell v1.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Cantharellales,Ceratobasidiaceae,Thacu1,Thanatephorus cucumeris MPI-SDFR-AT-0096 v1.0
Ascomycota,Pezizomycotina,Leotiomycetes,Thelebolales,Thelebolaceae,Themi1,Thelebolus microsporus ATCC 90970 v1.0
Ascomycota,Pezizomycotina,Leotiomycetes,Thelebolales,Thelebolaceae,Thest1,Thelebolus stercoreus
Basidiomycota,Agaricomycotina,Agaricomycetes,Thelephorales,Thelephoraceae,Thega1,Thelephora ganbajun P2 v1.0
Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Thermoascaceae,Theau1,Thermoascus aurantiacus v1.0
Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Trichocomaceae,Thelan1,Thermomyces lanuginosus SSBP
Ascomycota,Pezizomycotina,Sordariomycetes,Sordariales,Chaetomiaceae,Thian1,Thielavia antarctica CBS 123565 v1.0
Ascomycota,Pezizomycotina,Sordariomycetes,Sordariales,Chaetomiaceae,Thiap1,Thielavia appendiculata CBS 731.68 v1.0
Ascomycota,Pezizomycotina,Sordariomycetes,Sordariales,Chaetomiaceae,Thiar1,Thielavia arenaria CBS 508.74 v1.0
Ascomycota,Pezizomycotina,Sordariomycetes,Sordariales,Chaetomiaceae,Thihy1,Thielavia hyrcaniae CBS 757.83 v1.0
Ascomycota,Pezizomycotina,Sordariomycetes,Sordariales,Chaetomiaceae,Thite2,Thielavia terrestris v2.0
Ascomycota,Pezizomycotina,Sordariomycetes,Chaetosphaeriales,Chaetosphaeriaceae,ThoPMI491_1,Thozetella sp. PMI_491 v2.0
Basidiomycota,Ustilaginomycotina,Exobasidiomycetes,Georgefischeriales,Tilletiariaceae,Tilan2,Tilletiaria anomala UBC 951 v1.0
Basidiomycota,Ustilaginomycotina,Exobasidiomycetes,Entylomatales,Entylomataceae,Tilalb1,Tilletiopsis albescens v1.0
Basidiomycota,Ustilaginomycotina,Exobasidiomycetes,Entylomatales,Entylomataceae,Tillet1,Tilletiopsis sp. TKC30 v1.0
Basidiomycota,Ustilaginomycotina,Exobasidiomycetes,Entylomatales,Entylomataceae,Tilwa1,Tilletiopsis washingtonensis MCA 4186 v1.0
Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreales,Ophiocordycipitaceae,Tolinf1,Tolypocladium inflatum NRRL 8044
Ascomycota,Pezizomycotina,Sordariomycetes,Melanosporales,Incertae_sedis,Torra1,Torpedospora radiata JK5252C v1.0
Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetales,Incertae_sedis,Canca1,Tortispora caseinolytica Y-17796 v1.0
Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Torde1,Torulaspora delbrueckii CBS 1146
Ascomycota,Pezizomycotina,Dothideomycetes,Microthyriales,Microthyriaceae,Totfu1,Tothia fuscella CBS 130266 v1.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Polyporales,Coriolaceae,Trabet1,Trametes betulina CIRM-BRFM 1801 v1.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Polyporales,Coriolaceae,Traci1,Trametes cingulata BRFM 1805 v1.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Polyporales,Coriolaceae,Tragib1,Trametes gibbosa CIRM-BRFM 1770 v1.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Polyporales,Coriolaceae,Tralj1,Trametes ljubarskyi CIRM1659 v1.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Polyporales,Coriolaceae,Tramax1,Trametes maxima CIRM-BRFM 1813 v1.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Polyporales,Coriolaceae,Tramey1,Trametes meyenii CIRM-BRFM 1810 v1.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Polyporales,Coriolaceae,Trapol1,Trametes polyzona CIRM-BRFM 1798 v1.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Polyporales,Coriolaceae,Trapub1,Trametes pubescens FBCC735
Basidiomycota,Agaricomycotina,Agaricomycetes,Polyporales,Coriolaceae,Trave1,Trametes versicolor v1.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Polyporales,Hapalopilaceae,Trace1,Trametopsis cervina CIRM-BRFM 1824 v1.0
Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Trematosphaeriaceae,Trepe1,Trematosphaeria pertusa CBS 122368 v1.0
Basidiomycota,Agaricomycotina,Tremellomycetes,Tremellales,Tremellaceae,Treen1,Tremella encephala 68-887.2 v1.0
Basidiomycota,Agaricomycotina,Tremellomycetes,Tremellales,Tremellaceae,Treme1,Tremella mesenterica Fries v1.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Hymenochaetales,Incertae_sedis,Triab1_1,Trichaptum abietinum v1.0
Ascomycota,Pezizomycotina,Pezizomycetes,Pezizales,Pyronemataceae,Tripra1,Tricharina praecox DOB2270 v1.0
Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporales,Phaeotrichaceae,Tribi1,Trichodelitschia bisporula CBS 262.69 v1.0
Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreales,Hypocreaceae,Trias1,Trichoderma asperellum CBS 433.97 v1.0
Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreales,Hypocreaceae,Triasp1,Trichoderma asperellum TR356 v1.0
Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreales,Hypocreaceae,Triat2,Trichoderma atroviride v2.0
Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreales,Hypocreaceae,Trici4,Trichoderma citrinoviride TUCIM 6016 v4.0
Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreales,Hypocreaceae,Trigam1,Trichoderma gamsii T6085
Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreales,Hypocreaceae,Triha1,Trichoderma harzianum CBS 226.95 v1.0
Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreales,Hypocreaceae,Trihar1,Trichoderma harzianum TR274 v1.0
Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreales,Hypocreaceae,Trilo3,Trichoderma longibrachiatum ATCC 18648 v3.0
Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreales,Hypocreaceae,TrireRUTC30_1,Trichoderma reesei RUT C-30 v1.0
Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreales,Hypocreaceae,Trire2,Trichoderma reesei v2.0
Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreales,Hypocreaceae,TriviGv29_8_2,Trichoderma virens Gv29-8 v2.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricales,Tricholomataceae,Trima3,Tricholoma matsutake 945 v3.0
